#time,80x01-02_engine-rpm,80x03_coolant_temp,80x04_ambient_temp,80x05_intake_air_temp,80x06_fuel_temp,80x07_map_kpa,80x08_battery_voltage,80x09_throttle_pot,80x0A_idle_switch,80x0B_uk1,80x0C_park_neutral_switch,80x0D-0E_fault_codes,80x0F_idle_set_point,80x10_idle_hot,80x11_uk2,80x12_iac_position,80x13-14_idle_error,80x15_ignition_advance_offset,80x16_ignition_advance,80x17-18_coil_time,80x19_crankshaft_position_sensor,80x1A_uk4,80x1B_uk5,7dx01_ignition_switch,7dx02_throttle_angle,7dx03_uk6,7dx04_air_fuel_ratio,7dx05_dtc2,7dx06_lambda_voltage,7dx07_lambda_sensor_frequency,7dx08_lambda_sensor_dutycycle,7dx09_lambda_sensor_status,7dx0A_closed_loop,7dx0B_long_term_fuel_trim,7dx0C_short_term_fuel_trim,7dx0D_carbon_canister_dutycycle,7dx0E_dtc3,7dx0F_idle_base_pos,7dx10_uk7,7dx11_dtc4,7dx12_ignition_advance2,7dx13_idle_speed_offset,7dx14_idle_error2,7dx14-15_uk10,7dx16_dtc5,7dx17_uk11,7dx18_uk12,7dx19_uk13,7dx1A_uk14,7dx1B_uk15,7dx1C_uk16,7dx1D_uk17,7dx1E_uk18,7dx1F_uk19
17:00:00,1906,27,19,22,30,31,13.5,0.82,1,32,8,32,16,36,130,100,508,0,27.5,5.08,16,38,155,64,41,145,144,3,570,0,0,1,0,134,100,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:00,1785,27,19,22,30,17,13.5,0.46,1,32,8,32,16,36,130,100,492,0,10.5,5.08,16,38,155,64,25,145,144,3,175,0,20,1,0,134,100,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:01,1584,27,19,22,30,16,13.5,0.46,1,32,8,32,16,36,130,100,272,0,10.5,5.08,16,38,155,64,25,145,145,3,200,0,20,1,0,134,100,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:02,1364,28,19,22,30,32,13.5,0.76,1,32,8,32,16,36,130,99,84,0,25,5.08,16,38,155,64,40,145,145,3,745,0,29,1,0,134,100,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:03,1360,28,19,22,30,45,13.5,0.88,1,32,8,32,16,36,130,99,88,0,25,5.08,16,38,155,64,46,145,144,3,255,1,32,1,0,134,100,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:04,1472,28,19,22,30,51,13.5,0.96,1,32,8,32,16,36,130,99,224,0,26,5.08,16,38,155,64,47,145,145,3,875,2,43,1,0,134,100,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:05,1597,28,19,22,30,42,13.5,0.84,1,32,8,32,16,36,130,99,324,0,28.5,5.08,16,38,155,64,33,145,145,3,940,2,43,1,0,134,100,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:06,1504,29,19,22,30,22,13.5,0.62,1,32,8,32,16,36,130,99,184,0,16,5.08,16,38,155,64,36,145,146,3,945,2,43,1,1,134,96,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:07,1353,29,19,22,30,30,13.5,0.72,1,32,8,32,16,36,130,98,108,0,23,5.08,16,38,155,64,36,145,146,3,880,2,43,1,1,134,96,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:08,1371,29,19,22,30,31,13.5,0.72,1,32,8,32,16,36,130,98,80,0,22,5.08,16,38,155,64,36,145,146,3,855,2,43,1,1,134,95,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:09,1321,30,19,22,30,32,13.5,0.72,1,32,8,32,16,36,130,98,64,0,22,4.98,16,38,155,64,37,145,146,3,845,101,80,1,1,134,97,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:10,1295,30,19,22,30,37,13.5,0.78,1,32,8,32,16,36,130,98,32,0,25,5.08,16,38,155,64,41,145,146,3,725,95,52,1,1,134,99,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:11,1354,30,19,22,30,44,13.5,0.84,1,32,8,32,16,36,130,98,132,0,26,5.08,16,38,155,64,44,145,146,3,275,57,52,1,1,134,105,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:12,1435,30,19,22,30,57,13.5,1,1,32,8,32,16,36,130,98,220,0,22,5.08,16,38,155,64,50,145,146,3,155,57,52,1,1,134,105,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:13,1597,31,19,22,30,62,13.5,1.08,1,32,8,32,16,36,130,98,392,0,23,5.08,16,38,155,64,52,145,146,3,385,38,38,1,1,134,106,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:14,1739,31,19,22,30,59,13.5,1.08,1,32,8,32,16,36,130,98,508,0,24,5.08,16,38,155,64,52,145,146,3,685,29,48,1,1,134,101,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:15,1850,31,19,22,30,56,13.4,1.08,1,32,8,32,16,36,130,97,508,0,25,5.08,16,38,155,64,51,145,146,3,765,24,42,1,1,134,101,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:16,1932,31,19,22,30,48,13.5,1.02,1,32,8,32,16,36,130,97,508,0,29,5.08,16,38,155,64,49,145,146,3,905,24,42,1,1,134,100,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:17,1954,31,19,22,30,46,13.5,1.02,1,32,8,32,16,36,130,97,508,0,28.5,5.08,16,38,155,64,49,145,146,3,850,24,42,1,1,134,99,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:18,1983,32,19,22,30,46,13.4,1.02,1,32,8,32,16,36,130,96,508,0,29,5.178,16,38,155,64,49,145,146,3,835,24,42,1,1,134,99,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:19,1991,32,19,22,30,47,13.4,1.02,1,32,8,32,16,36,130,96,508,0,29,5.178,16,38,155,64,49,145,146,3,860,24,42,1,1,134,95,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:20,2045,32,19,22,30,46,13.5,1.02,1,32,8,32,16,36,130,96,508,0,32,5.128,16,38,155,64,45,145,146,3,730,24,42,1,1,134,94,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:20,2032,33,19,22,30,37,13.5,0.92,1,32,8,32,16,36,130,96,508,0,31.5,5.08,16,38,155,64,45,145,146,3,880,24,42,1,1,134,93,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:21,2028,33,19,22,30,39,13.4,0.92,1,32,8,32,16,36,130,96,508,0,32.5,5.178,16,38,155,64,45,145,146,3,880,24,42,1,1,134,92,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:22,2017,33,19,22,30,39,13.5,0.92,1,32,8,32,16,36,130,96,508,0,32.5,5.08,16,38,155,64,45,145,146,3,790,24,42,1,1,134,92,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:23,1959,33,19,22,30,34,13.5,0.86,1,32,8,32,16,36,130,96,508,0,27.5,5.08,16,38,155,64,39,145,146,3,860,57,36,1,1,134,90,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:24,1851,33,19,22,30,26,13.5,0.72,1,32,8,32,16,36,130,96,508,0,19.5,5.08,16,38,155,64,36,145,146,3,900,57,36,1,1,134,89,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:25,1691,34,19,22,30,27,13.5,0.72,1,32,8,32,16,36,130,96,416,0,23.5,5.08,16,38,155,64,37,145,146,3,405,47,46,1,1,134,92,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:26,1605,34,19,22,30,29,13.5,0.74,1,32,8,32,16,36,130,95,300,0,26,5.08,16,38,155,64,37,145,146,3,140,76,59,1,1,134,93,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:27,1369,34,19,22,30,36,13.5,0.76,1,32,8,32,16,36,130,95,216,0,28,5.08,16,38,155,64,40,145,146,3,115,54,40,1,1,134,94,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:28,1525,35,19,22,30,54,13.5,1,1,32,8,32,16,36,130,95,256,0,23.5,5.08,16,38,155,64,49,145,146,3,100,54,40,1,1,134,95,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:29,1611,35,19,22,30,57,13.5,1.02,1,32,8,32,16,36,130,95,396,0,23,5.08,16,38,155,64,50,145,146,3,105,54,40,1,1,134,96,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:30,1758,35,19,22,30,53,13.5,1.04,1,32,8,32,16,36,130,95,508,0,26,5.08,16,38,155,64,48,145,146,3,135,54,40,1,1,134,97,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:31,1857,35,19,22,30,40,13.5,0.92,1,32,8,32,16,36,130,95,508,0,31.5,5.08,16,38,155,64,42,145,146,3,910,43,32,1,1,134,93,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:32,1790,35,19,22,30,27,13.5,0.72,1,32,8,32,16,36,130,95,508,0,19.5,5.08,16,38,155,64,35,145,146,3,940,43,32,1,1,134,93,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:32,1658,36,19,22,30,16,13.5,0.46,1,32,8,32,16,36,130,95,364,0,10.5,5.08,16,38,155,64,25,145,146,3,185,35,33,1,1,134,95,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:33,1426,36,19,22,30,16,13.5,0.46,1,32,8,32,16,36,130,95,132,0,10,5.08,16,38,155,64,25,145,146,3,810,29,41,1,1,134,93,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:34,1174,36,19,22,30,18,13.4,0.46,1,32,8,32,16,36,130,101,116,0,8,5.08,16,38,155,64,25,145,146,3,890,29,41,1,1,134,92,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:35,946,37,19,22,30,25,13.5,0.62,1,32,8,32,16,36,130,111,348,0,12.5,5.08,16,38,155,64,36,145,146,3,930,29,41,1,1,134,91,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:36,904,37,19,22,30,59,13.5,0.84,1,32,8,32,16,36,130,111,284,0,16.5,5.08,16,38,155,64,41,145,146,3,105,23,48,1,1,134,94,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:37,1130,38,19,22,30,53,13.5,0.88,1,32,8,32,16,36,130,111,80,0,21,5.08,16,38,155,64,45,145,146,3,160,17,49,1,1,134,94,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:38,1273,38,19,22,30,60,13.5,0.96,1,32,8,32,16,36,130,110,88,0,19.5,5.08,16,38,155,64,47,145,146,3,120,17,49,1,1,134,95,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:39,1472,38,19,22,30,58,13.4,1,1,32,8,32,16,36,130,110,256,0,22.5,5.08,16,38,155,64,48,145,146,3,105,17,49,1,1,134,96,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:40,1582,38,19,22,30,55,13.5,1.02,1,32,8,32,16,36,130,110,384,0,23.5,5.178,16,38,155,64,50,145,146,3,145,17,49,1,1,134,96,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:41,1749,38,19,22,30,61,13.5,1.12,1,32,8,32,16,36,130,105,508,0,22,5.08,16,38,155,64,56,145,146,3,110,17,49,1,1,134,97,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:42,1906,38,19,22,30,66,13.4,1.24,1,32,8,32,16,36,130,94,508,0,23,5.178,16,38,155,64,58,145,146,3,150,17,49,1,1,134,100,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:43,2039,38,19,22,30,64,13.4,1.24,1,32,8,32,16,36,130,94,508,0,25.5,5.178,16,38,155,64,58,145,146,3,165,17,49,1,1,134,101,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:44,2290,38,19,22,30,59,13.4,1.24,1,32,8,32,16,36,130,94,508,0,27.5,5.178,16,38,155,64,58,145,146,3,475,13,41,1,1,134,98,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:45,2444,39,19,22,30,57,13.4,1.22,1,32,8,32,16,36,130,94,508,0,27.5,5.08,16,38,155,64,55,145,146,3,865,13,41,1,1,134,97,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:46,2553,39,19,22,30,45,13.4,1.1,1,32,8,32,16,36,130,93,508,0,29,5.178,16,38,155,64,51,145,146,3,920,13,41,1,1,134,97,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:47,2542,40,19,22,30,37,13.3,0.98,1,32,8,32,16,36,130,93,508,0,31,5.178,16,38,155,64,47,145,146,3,935,13,41,1,1,134,96,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:48,2502,40,19,22,30,30,13.4,0.82,1,32,8,32,16,36,130,93,508,0,22.5,5.178,16,38,155,64,40,145,146,3,945,13,41,1,1,134,93,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:49,2353,40,19,23,30,26,13.4,0.82,1,32,8,32,16,36,130,93,508,0,24.5,5.178,16,38,155,64,41,145,146,3,885,13,41,1,1,134,92,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:50,2242,40,19,23,30,30,13.5,0.84,1,32,8,32,16,36,130,93,508,0,28,5.08,16,38,155,64,41,145,146,3,875,13,41,1,1,134,91,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:51,2121,40,19,23,30,32,13.5,0.86,1,32,8,32,16,36,130,93,508,0,28.5,5.08,16,38,155,64,41,145,146,3,715,10,48,1,1,134,91,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:52,2018,40,19,23,30,17,13.5,0.5,1,32,8,32,16,36,130,93,508,0,10.5,5.08,16,38,155,64,27,145,146,3,160,11,52,1,1,134,94,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:53,1743,40,19,23,30,17,13.5,0.5,1,32,8,32,16,36,130,93,464,0,10.5,5.08,16,38,155,64,30,145,146,3,775,10,51,1,1,134,91,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:54,1512,41,19,23,30,21,13.5,0.62,1,32,8,32,16,36,130,93,300,0,20.5,5.08,16,38,155,64,41,145,146,3,150,9,53,1,1,134,93,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:54,1527,41,19,23,30,53,13.5,0.98,1,32,8,32,16,36,130,93,348,0,24,5.08,16,38,155,64,51,145,146,3,90,9,53,1,1,134,94,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:55,1707,42,19,23,30,62,13.5,1.12,1,32,8,32,16,36,130,93,508,0,23,5.08,16,38,155,64,53,145,146,3,135,9,53,1,1,134,95,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:56,1919,42,19,23,30,59,13.4,1.12,1,32,8,32,16,36,130,93,508,0,25.5,5.178,16,38,155,64,53,145,146,3,100,9,53,1,1,134,95,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:57,2065,42,19,23,30,48,13.4,1.04,1,32,8,32,16,36,130,93,508,0,29.5,5.178,16,38,155,64,46,145,146,3,750,8,43,1,1,134,93,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:58,2017,42,19,23,30,32,13.4,0.84,1,32,8,32,16,36,130,93,508,0,28,5.08,16,38,155,64,41,145,146,3,910,8,43,1,1,134,92,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:00:59,1947,42,19,23,30,18,13.5,0.58,1,32,8,32,16,36,130,93,508,0,12,5.08,16,38,155,64,31,145,146,3,875,8,43,1,1,134,92,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:00,1733,42,19,23,30,20,13.5,0.62,1,32,8,32,16,36,130,93,420,0,13,5.08,16,38,155,64,33,145,146,3,875,8,43,1,1,134,91,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:01,1489,42,19,23,30,23,13.5,0.64,1,32,8,32,16,36,130,93,220,0,14.5,5.08,16,38,155,64,31,145,146,3,890,6,54,1,1,134,90,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:02,1281,43,19,23,30,20,13.5,0.52,1,32,8,32,16,36,130,93,48,0,9,5.08,16,38,155,64,29,145,146,3,905,6,54,1,1,134,89,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:03,1115,43,19,23,30,37,13.5,0.7,1,32,8,32,16,36,130,109,184,0,19.5,5.08,16,38,155,64,41,145,146,3,95,5,62,1,1,134,93,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:04,1153,44,19,23,30,50,13.5,0.84,1,32,8,32,16,36,130,110,52,0,22.5,5.08,16,38,155,64,41,145,146,3,735,5,62,1,1,134,93,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:05,1255,44,19,23,30,48,13.5,0.84,1,32,8,32,16,36,130,110,36,0,24,5.08,16,38,155,64,46,145,146,3,120,12,59,1,1,134,93,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:06,1376,44,19,23,30,60,13.5,0.98,1,32,8,32,16,36,130,110,212,0,22,5.08,16,38,155,64,47,145,146,3,155,12,59,1,1,134,94,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:07,1593,44,19,23,30,56,13.5,1.02,1,32,8,32,16,36,130,110,416,0,24.5,5.08,16,38,155,64,49,145,146,3,90,12,59,1,1,134,95,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:08,1752,44,19,23,30,54,13.5,1.06,1,32,8,32,16,36,130,103,508,0,23.5,5.08,16,38,155,64,52,145,146,3,65,12,59,1,1,134,95,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:09,1897,44,19,23,30,57,13.5,1.12,1,32,8,32,16,36,130,92,508,0,25.5,5.08,16,38,155,64,53,145,146,3,65,12,59,1,1,134,99,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:09,2081,45,19,23,30,57,13.5,1.14,1,32,8,32,16,36,130,92,508,0,26.5,5.08,16,38,155,64,54,145,146,3,85,12,59,1,65,134,99,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:10,2214,45,19,23,30,55,13.4,1.16,1,32,8,32,16,36,130,92,508,0,27,5.178,16,38,155,64,55,145,146,3,100,12,59,1,1,134,100,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:11,2388,45,19,23,30,53,13.5,1.16,1,32,8,32,16,36,130,92,508,0,27.5,5.08,16,38,155,64,55,145,146,3,605,10,48,1,1,134,101,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:12,2467,45,19,23,30,47,13.5,1.12,1,32,8,32,16,36,130,92,508,0,30.5,5.08,16,38,155,64,49,145,146,3,905,23,55,1,1,134,98,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:13,2498,45,19,23,30,34,13.4,0.94,1,32,8,32,16,36,130,92,508,0,30,5.178,16,38,155,64,43,145,146,3,910,23,55,1,1,134,97,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:14,2375,46,19,23,30,28,13.4,0.84,1,32,8,32,16,36,130,92,508,0,22,5.178,16,38,155,64,39,145,146,3,945,23,55,1,1,134,96,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:15,2280,46,19,23,30,25,13.5,0.78,1,32,8,32,16,36,130,92,508,0,19.5,5.178,16,38,155,64,39,145,146,3,910,23,55,1,1,134,95,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:16,2129,47,19,23,30,26,13.4,0.78,1,32,8,32,16,36,130,92,508,0,23,5.08,16,38,155,64,39,145,146,3,900,23,55,1,1,134,92,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:17,2015,47,19,23,30,25,13.4,0.74,1,32,8,32,16,36,130,92,508,0,20.5,5.08,16,38,155,64,37,145,146,3,185,19,63,1,1,134,94,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:18,1882,47,19,23,30,27,13.5,0.74,1,32,8,32,16,36,130,92,508,0,23,5.08,16,38,155,64,37,145,146,3,570,21,83,1,1,134,92,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:19,1800,47,19,23,30,28,13.5,0.76,1,32,8,32,16,36,130,91,508,0,26,5.08,16,38,155,64,38,145,146,3,870,70,36,1,1,134,92,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:20,1741,47,19,23,30,31,13.5,0.78,1,32,8,32,16,36,130,91,508,0,27,5.08,16,38,155,64,39,145,146,3,820,115,4,1,1,134,94,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:21,1689,48,19,23,30,32,13.5,0.78,1,32,8,32,16,36,130,91,488,0,27.5,5.08,16,38,155,64,39,145,146,3,795,228,74,1,1,134,96,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:22,1674,48,19,23,30,33,13.5,0.78,1,32,8,32,16,36,130,91,444,0,27.5,5.08,16,38,155,64,39,145,146,3,570,254,30,1,1,134,97,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:23,1631,49,19,23,30,33,13.5,0.78,1,32,8,32,16,36,130,91,424,0,28,5.08,16,38,155,64,39,145,146,3,730,142,8,1,1,134,100,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:24,1610,49,19,23,30,35,13.5,0.8,1,32,8,32,16,36,130,90,396,0,29,5.08,16,38,155,64,41,145,146,3,150,223,244,1,1,134,101,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:25,1636,49,19,23,30,40,13.5,0.86,1,32,8,32,16,36,130,90,428,0,30.5,5.08,16,38,155,64,43,145,146,3,840,183,45,1,1,134,98,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:25,1690,49,19,23,30,42,13.5,0.9,1,32,8,32,16,36,130,90,500,0,30.5,5.08,16,38,155,64,44,145,146,3,235,65,14,1,1,134,98,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:26,1742,49,19,23,30,41,13.5,0.9,1,32,8,32,16,36,130,90,508,0,31.5,5.08,16,38,155,64,44,145,146,3,815,65,14,1,1,134,97,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:27,1870,50,19,23,30,44,13.5,0.96,1,32,8,32,16,36,130,90,508,0,28,5.08,16,38,155,64,47,145,146,3,75,53,235,1,1,134,99,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:28,1817,50,19,23,30,48,13.5,0.98,1,32,8,32,16,36,130,90,508,0,28,5.08,16,38,155,64,47,145,146,3,715,44,200,1,1,134,97,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:29,1947,50,19,23,30,45,13.5,0.98,1,32,8,32,16,36,130,91,508,0,31.5,5.08,16,38,155,64,44,145,146,3,800,33,148,1,1,134,97,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:30,1971,50,19,23,30,38,13.5,0.9,1,32,8,32,16,36,130,90,508,0,32,5.08,16,38,155,64,47,145,146,3,695,33,148,1,1,134,96,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:31,2124,50,19,23,30,51,13.5,1.08,1,32,8,32,16,36,130,90,508,0,26.5,5.08,16,38,155,64,53,145,146,3,155,27,137,1,1,134,99,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:34,2265,51,19,23,30,52,13.4,1.12,1,32,8,32,16,36,130,90,508,0,27,5.08,16,38,155,64,53,145,146,3,350,22,120,1,1,134,97,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:36,2580,52,19,23,30,43,13.4,1.04,1,32,8,32,16,36,130,90,508,0,31.5,5.178,16,38,155,64,48,145,146,3,910,18,70,1,1,134,96,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
17:01:37,2372,52,19,23,30,21,13.4,0.7,1,32,8,32,16,36,130,88,508,0,13,5.178,16,38,155,64,36,145,146,3,910,18,70,1,1,134,94,0,13,36,3,128,218,205,0,232,218,205,0,101,77,190,104,224,13,36
